clientnum,customer_age,gender,dependent_count,education_level,marital_status,income_category,card_category,months_on_book,total_relationship_count,months_inactive_12_mon,contacts_count_12_mon,credit_limit,total_revolving_bal,avg_open_to_buy,total_amt_chng_q4_q1,total_trans_amt,total_trans_ct,total_ct_chng_q4_q1,avg_utilization_ratio,naive_bayes_classifier_attrition_flag_card_category_contacts_count_12_mon_dependent_count_education_level_months_inactive_12_mon_1,naive_bayes_classifier_attrition_flag_card_category_contacts_count_12_mon_dependent_count_education_level_months_inactive_12_mon_2,churn_flag
797389758,42,F,2,Graduate,Married,$40K - $60K,Silver,36,6,2,1,16290.0,0,16290.0,0.758,4232,79,0.795,0.0,6.2021e-05,0.99994,0
770909433,50,F,2,College,Married,$40K - $60K,Blue,37,6,2,1,3600.0,1904,1696.0,0.72,4946,75,0.531,0.529,6.6734e-05,0.99993,0
720070383,41,F,3,Uneducated,Single,Unknown,Blue,29,6,3,3,2429.0,1966,463.0,1.046,4775,84,0.787,0.809,0.00032275,0.99968,0
712043433,53,M,1,Graduate,Married,$80K - $120K,Blue,36,5,2,2,11329.0,1180,10149.0,0.648,1213,33,0.571,0.104,0.00010684,0.99989,0
714695883,45,F,5,Uneducated,Unknown,Less than $40K,Blue,36,1,2,3,2699.0,1583,1116.0,0.648,4071,75,0.829,0.587,0.00020321,0.9998,0
711359058,46,F,4,High School,Single,Less than $40K,Blue,33,3,2,2,3942.0,1711,2231.0,0.61,4622,71,0.614,0.434,0.00011604,0.99988,0
785237958,45,M,5,College,Married,$60K - $80K,Blue,39,2,3,3,3439.0,0,3439.0,0.825,2661,35,0.296,0.0,0.99672,0.00328158,1
720446508,50,F,2,Uneducated,Single,Less than $40K,Blue,36,5,3,2,1721.0,1037,684.0,0.721,2681,57,0.727,0.603,0.00018494,0.99982,0
712347258,43,F,2,Graduate,Married,Less than $40K,Blue,35,3,3,2,2209.0,0,2209.0,0.749,4419,68,0.619,0.0,0.00017987,0.99982,0
779138883,50,M,1,Graduate,Married,$60K - $80K,Blue,34,6,3,4,4702.0,0,4702.0,0.578,1673,44,0.257,0.0,0.00048435,0.99952,0
711396483,40,M,2,Graduate,Single,$40K - $60K,Blue,36,3,2,3,6033.0,0,6033.0,0.834,4505,74,0.721,0.0,0.00019143,0.99981,0
718651083,35,F,2,Graduate,Single,Unknown,Blue,25,4,1,4,10329.0,514,9815.0,0.708,2461,68,0.838,0.05,0.00015804,0.99984,0
714727833,41,F,2,Uneducated,Single,Less than $40K,Blue,36,2,2,3,2892.0,2517,375.0,0.777,2257,48,0.714,0.87,0.99495,0.00505,1
766649283,49,F,3,Graduate,Divorced,Unknown,Blue,42,2,2,3,14072.0,1917,12155.0,0.653,13432,107,0.981,0.136,0.00019864,0.9998,0
721104708,41,F,3,Post-Graduate,Single,Less than $40K,Blue,36,1,3,1,2067.0,1966,101.0,0.91,3033,41,0.708,0.951,0.99251,0.00749,1
720719883,54,F,1,Graduate,Single,Unknown,Blue,41,3,3,3,1874.0,0,1874.0,0.806,2535,55,0.618,0.0,0.99649,0.00350838,1
712206858,39,M,3,Graduate,Married,$120K +,Blue,36,3,3,2,32964.0,2231,30733.0,1.731,3094,45,1.647,0.068,0.00018665,0.99981,0
820582308,42,M,5,Uneducated,Married,$80K - $120K,Blue,37,6,2,2,22913.0,1528,21385.0,0.414,1394,35,0.522,0.067,0.00012082,0.99988,0
712246983,50,M,4,High School,Married,$80K - $120K,Blue,43,2,2,5,16748.0,2413,14335.0,0.769,15338,121,0.635,0.144,0.00057602,0.99942,0
772525308,43,M,3,College,Single,$40K - $60K,Blue,33,5,2,4,10533.0,1689,8844.0,0.359,3651,69,0.605,0.16,0.00032945,0.99967,0
715769958,53,F,3,Unknown,Married,$40K - $60K,Blue,39,3,2,2,4855.0,1912,2943.0,0.606,14969,104,0.763,0.394,0.00012982,0.99987,0
712877733,48,M,5,Graduate,Married,$80K - $120K,Blue,42,6,3,3,12882.0,1402,11480.0,0.783,4407,84,0.647,0.109,0.00031231,0.99969,0
714717483,39,F,3,Uneducated,Divorced,Unknown,Blue,29,5,1,2,26181.0,0,26181.0,0.913,1303,35,0.75,0.0,5.8763e-05,0.99994,0
721527858,52,F,3,High School,Married,Less than $40K,Blue,40,3,5,1,2003.0,1735,268.0,0.855,2343,42,0.355,0.866,0.99189,0.00811,1
721517208,41,M,4,Unknown,Married,Less than $40K,Blue,30,4,6,1,2450.0,1967,483.0,0.589,1263,29,0.611,0.803,9.8714e-05,0.9999,0
715717608,41,F,4,Uneducated,Unknown,Less than $40K,Blue,32,4,3,1,3189.0,0,3189.0,0.91,4813,86,0.755,0.0,0.00011697,0.99988,0
787621158,33,M,2,Unknown,Married,$60K - $80K,Blue,25,6,3,3,6242.0,491,5751.0,1.054,2187,59,0.405,0.079,0.00033251,0.99967,0
811907583,45,F,4,Uneducated,Single,Unknown,Blue,40,1,2,2,7600.0,1574,6026.0,0.605,4240,67,0.396,0.207,0.00012274,0.99988,0
716219808,49,M,3,Graduate,Unknown,$60K - $80K,Blue,36,5,2,3,15942.0,0,15942.0,0.723,1742,41,0.323,0.0,0.00019864,0.9998,0
720306408,50,F,2,High School,Single,Less than $40K,Blue,41,2,3,2,6704.0,0,6704.0,0.856,12576,103,0.776,0.0,0.00017486,0.99983,0
717413658,43,M,4,High School,Married,$40K - $60K,Blue,32,6,2,2,1539.0,989,550.0,0.86,1987,47,0.808,0.643,0.00011604,0.99988,0
720914358,46,F,3,Graduate,Married,Less than $40K,Blue,36,3,2,3,4416.0,1333,3083.0,0.631,4894,84,0.647,0.302,0.00019864,0.9998,0
715399908,54,F,2,High School,Single,Unknown,Blue,45,5,3,5,7563.0,1465,6098.0,0.511,4175,67,0.718,0.194,0.00086777,0.99913,0
719648358,50,M,2,Graduate,Single,$80K - $120K,Blue,35,3,3,1,2514.0,1521,993.0,0.638,1636,36,0.385,0.605,0.00010848,0.99989,0
711540108,44,F,4,Doctorate,Unknown,Unknown,Blue,33,5,3,6,1438.3,0,1438.3,0.676,2316,48,0.5,0.0,0.99958,0.00041998,1
772442883,51,F,4,Graduate,Married,Unknown,Blue,41,2,3,5,3853.0,696,3157.0,0.882,2443,38,0.583,0.181,0.99893,0.00106612,1
793428408,50,F,3,Uneducated,Married,Less than $40K,Blue,44,2,2,1,1596.0,1185,411.0,0.687,5235,76,1.0,0.742,7.3235e-05,0.99993,0
715607958,45,F,2,Graduate,Married,Less than $40K,Blue,36,6,1,3,4202.0,2201,2001.0,0.714,4385,78,0.66,0.524,9.2637e-05,0.99991,0
788030208,42,F,2,Uneducated,Single,Less than $40K,Silver,33,1,2,3,13453.0,2517,10936.0,0.619,1904,42,0.448,0.187,0.99441,0.00559,1
711533058,42,F,2,Doctorate,Single,$40K - $60K,Blue,29,6,2,3,3347.0,2240,1107.0,0.898,5533,85,0.735,0.669,0.00027701,0.99972,0
780038058,38,F,0,High School,Single,Less than $40K,Blue,22,3,2,5,1556.0,0,1556.0,0.69,2283,46,0.586,0.0,0.99788,0.00211605,1
789577833,56,M,2,Graduate,Married,$120K +,Blue,49,4,1,4,8902.0,1932,6970.0,0.781,969,29,1.071,0.217,0.00015804,0.99984,0
709584483,33,F,3,Graduate,Married,Less than $40K,Blue,25,4,1,4,3030.0,2517,513.0,0.785,1805,44,0.467,0.831,0.00016399,0.99984,0
721468533,59,M,1,Graduate,Single,Unknown,Blue,36,1,5,2,12265.0,1412,10853.0,0.643,7470,82,0.783,0.115,0.00018857,0.99981,0
715443708,53,M,1,Uneducated,Married,$120K +,Blue,45,5,1,3,9343.0,1286,8057.0,0.712,1385,31,0.722,0.138,8.9404e-05,0.99991,0
804344733,46,F,3,Unknown,Single,Less than $40K,Blue,41,3,2,2,1937.0,916,1021.0,0.807,4303,89,0.78,0.473,0.00012982,0.99987,0
789235383,38,M,4,College,Married,$80K - $120K,Blue,27,5,2,4,10386.0,1909,8477.0,1.43,2119,52,1.08,0.184,0.00033297,0.99967,0
714034158,46,F,4,Unknown,Married,Less than $40K,Blue,38,5,2,3,3331.0,1307,2024.0,0.617,3946,69,0.683,0.392,0.00022068,0.99978,0
804413508,41,M,1,High School,Single,$80K - $120K,Blue,36,6,2,3,12084.0,1638,10446.0,0.695,4506,90,0.957,0.136,0.00017468,0.99983,0
711012783,43,M,4,Graduate,Single,$120K +,Blue,36,1,3,4,33384.0,0,33384.0,0.631,2066,46,0.769,0.0,0.99816,0.00184351,1
713484483,36,F,4,Uneducated,Single,Unknown,Silver,21,3,1,2,34516.0,907,33609.0,0.572,2298,55,0.719,0.026,5.3664e-05,0.99995,0
718590183,58,F,3,Doctorate,Married,Less than $40K,Blue,47,1,3,3,1517.0,920,597.0,0.825,5067,69,0.865,0.606,0.0004542,0.99955,0
813755658,60,M,1,Graduate,Single,$80K - $120K,Blue,55,6,2,1,11524.0,0,11524.0,0.682,3598,72,0.532,0.0,6.4428e-05,0.99994,0
787506558,50,M,3,Graduate,Single,$60K - $80K,Blue,38,4,1,1,10762.0,703,10059.0,0.548,4509,71,0.543,0.065,3.4465e-05,0.99997,0
828291858,38,M,3,College,Single,$60K - $80K,Blue,34,6,3,4,12050.0,1821,10229.0,0.63,2381,40,0.481,0.151,0.99808,0.0019163,1
773827008,47,M,4,Uneducated,Single,$60K - $80K,Blue,41,6,2,2,2405.0,1540,865.0,0.469,1087,29,1.231,0.64,0.00012274,0.99988,0
715940358,51,F,1,Graduate,Married,Less than $40K,Blue,42,6,2,2,5822.0,2387,3435.0,0.76,1804,49,0.75,0.41,0.00010684,0.99989,0
714484008,49,F,4,Uneducated,Married,Less than $40K,Blue,31,4,3,2,1567.0,0,1567.0,0.424,2138,41,0.577,0.0,0.99487,0.00513,1
715549158,29,F,1,Graduate,Married,Less than $40K,Blue,36,2,2,0,1438.3,0,1438.3,0.734,4769,84,0.826,0.0,3.941e-05,0.99996,0
712934583,44,F,4,Uneducated,Married,Less than $40K,Silver,36,6,3,0,11879.0,0,11879.0,0.735,3490,62,0.938,0.0,6.4651e-05,0.99994,0
772574283,50,F,2,Graduate,Married,$40K - $60K,Blue,40,3,1,4,7191.0,0,7191.0,0.565,1654,30,0.579,0.0,0.99371,0.00629,1
713768358,45,M,4,Graduate,Single,$40K - $60K,Blue,35,3,2,2,7935.0,888,7047.0,0.779,15380,122,0.694,0.112,0.00011937,0.99988,0
823948308,48,M,4,Post-Graduate,Unknown,$40K - $60K,Blue,44,6,2,4,6710.0,1942,4768.0,0.777,1727,37,0.85,0.289,0.00040297,0.9996,0
778742358,44,M,4,Graduate,Married,$60K - $80K,Blue,24,2,2,2,4752.0,0,4752.0,0.679,7517,76,0.617,0.0,0.00011937,0.99988,0
792912708,45,M,5,Graduate,Married,$40K - $60K,Silver,39,3,1,5,15198.0,2098,13100.0,0.8,3183,64,0.73,0.138,0.00025509,0.99974,0
721467258,58,M,1,High School,Married,$40K - $60K,Blue,36,3,2,5,2165.0,1135,1030.0,0.707,1541,33,0.833,0.524,0.00051556,0.99948,0
719272458,53,F,5,Graduate,Single,$40K - $60K,Blue,41,2,1,3,9815.0,1699,8116.0,0.62,7962,89,0.561,0.173,9.5638e-05,0.9999,0
804610908,49,F,2,Doctorate,Married,Less than $40K,Blue,44,4,3,0,3397.0,1962,1435.0,0.483,3295,66,0.61,0.578,9.6021e-05,0.9999,0
709614333,59,F,0,High School,Single,Unknown,Blue,36,4,3,1,10457.0,2148,8309.0,0.737,4649,74,0.947,0.205,9.0493e-05,0.99991,0
718435158,50,M,3,High School,Married,$120K +,Blue,40,5,1,4,34516.0,0,34516.0,0.986,1930,36,0.44,0.0,0.00015942,0.99984,0
771723408,37,F,2,Unknown,Single,Less than $40K,Blue,25,3,2,4,1690.0,0,1690.0,0.69,2645,60,0.622,0.0,0.99722,0.00277723,1
809169858,62,M,2,Graduate,Single,$60K - $80K,Blue,56,2,3,2,18224.0,1383,16841.0,0.705,7728,93,0.576,0.076,0.00017987,0.99982,0
708697983,56,M,0,High School,Unknown,$120K +,Blue,49,2,2,2,34516.0,2156,32360.0,0.698,8766,78,0.814,0.062,9.4951e-05,0.99991,0
811035483,47,M,3,Uneducated,Divorced,$120K +,Silver,42,2,4,5,34516.0,0,34516.0,0.521,1641,35,0.591,0.0,0.99904,0.00095977,1
715192308,48,M,2,High School,Married,$120K +,Blue,36,6,5,2,29963.0,2094,27869.0,0.648,1205,28,0.867,0.07,0.0001953,0.9998,0
712967508,47,M,3,Doctorate,Unknown,$60K - $80K,Blue,36,4,1,2,2572.0,1093,1479.0,0.615,5038,86,0.83,0.425,8.2704e-05,0.99992,0
717688233,34,F,4,High School,Married,$40K - $60K,Blue,28,6,1,0,2432.0,851,1581.0,0.873,4760,69,0.917,0.35,2.0713e-05,0.99998,0
716747283,44,F,2,Uneducated,Single,Less than $40K,Blue,36,5,2,2,2097.0,1224,873.0,0.819,5059,79,0.681,0.584,0.00011703,0.99988,0
716112933,39,F,3,Graduate,Married,Unknown,Blue,36,3,2,3,1575.0,592,983.0,0.236,644,15,0.154,0.376,0.99499,0.00501,1
709662708,65,M,1,High School,Married,$40K - $60K,Blue,53,3,3,3,3506.0,1604,1902.0,0.574,1953,61,0.649,0.458,0.00027604,0.99972,0
714794133,54,M,2,Uneducated,Married,$60K - $80K,Blue,45,2,3,1,6546.0,1908,4638.0,0.697,14103,112,0.672,0.291,0.00011153,0.99989,0
771556308,26,F,0,High School,Single,Less than $40K,Blue,13,6,3,4,3517.0,1195,2322.0,0.556,2255,48,0.5,0.34,0.00043049,0.99957,0
717755058,41,F,4,Doctorate,Single,Less than $40K,Blue,36,4,3,4,2687.0,1317,1370.0,0.58,4096,76,0.727,0.49,0.00078294,0.99922,0
770575233,37,M,2,Graduate,Single,$60K - $80K,Blue,23,6,1,2,5663.0,1149,4514.0,0.767,2553,61,0.794,0.203,5.5077e-05,0.99994,0
712231308,60,M,0,Graduate,Single,Less than $40K,Silver,47,1,1,3,14002.0,1413,12589.0,0.621,13849,128,0.882,0.101,7.1828e-05,0.99993,0
716947083,32,M,3,High School,Single,$40K - $60K,Blue,36,2,2,1,3845.0,1871,1974.0,0.847,14593,110,0.803,0.487,6.9242e-05,0.99993,0
721387008,42,M,4,Graduate,Married,$120K +,Blue,24,3,2,3,3103.0,1783,1320.0,0.479,4792,69,0.643,0.575,0.00020077,0.9998,0
811532208,51,M,4,Graduate,Married,$40K - $60K,Silver,46,3,5,2,16277.0,1170,15107.0,0.95,3634,62,0.676,0.072,0.00019038,0.99981,0
718281408,36,F,2,Unknown,Married,$40K - $60K,Blue,25,3,1,2,4789.0,1257,3532.0,1.134,1534,29,0.933,0.262,6.054e-05,0.99994,0
789477483,40,F,5,Unknown,Single,Unknown,Blue,31,6,3,1,4433.0,1488,2945.0,0.669,3847,76,0.9,0.336,0.0001231,0.99988,0
716675358,54,F,1,College,Single,Less than $40K,Blue,41,5,2,2,3478.0,941,2537.0,0.711,4607,83,0.93,0.271,0.00010387,0.9999,0
796174983,52,M,2,High School,Single,$80K - $120K,Blue,46,2,3,3,25737.0,1168,24569.0,0.718,7722,94,0.469,0.045,0.00029408,0.99971,0
787496733,47,F,2,Uneducated,Married,Unknown,Blue,35,2,1,1,15155.0,1287,13868.0,0.868,7724,79,0.58,0.085,3.415e-05,0.99997,0
773373108,49,F,4,High School,Married,Less than $40K,Blue,43,4,2,0,2826.0,2070,756.0,0.541,1025,28,0.647,0.732,4.2806e-05,0.99996,0
720923658,48,M,3,Post-Graduate,Single,$60K - $80K,Blue,39,5,2,2,4734.0,954,3780.0,0.6,1570,45,0.452,0.202,0.00013897,0.99986,0
770766633,28,F,1,Post-Graduate,Single,Less than $40K,Blue,14,2,3,3,3848.0,0,3848.0,0.841,14054,105,0.694,0.0,0.00033411,0.99967,0
770705208,44,F,2,Unknown,Single,Less than $40K,Gold,30,1,3,3,15365.0,630,14735.0,0.807,7890,91,0.685,0.041,0.00038307,0.99962,0
772472208,50,M,1,Uneducated,Married,$60K - $80K,Blue,40,6,1,4,4092.0,996,3096.0,0.644,2298,48,0.655,0.243,0.00015252,0.99985,0
709432833,53,F,1,Unknown,Married,Less than $40K,Blue,36,2,2,3,1472.0,1196,276.0,1.24,4859,73,0.973,0.812,0.00019751,0.9998,0
709045683,42,F,3,Uneducated,Married,Unknown,Blue,30,3,2,1,3549.0,0,3549.0,0.584,3921,63,0.8,0.0,7.3235e-05,0.99993,0
798786333,46,F,2,Graduate,Married,Less than $40K,Blue,40,6,4,2,1438.3,510,928.3,0.711,3399,66,0.784,0.355,0.00021738,0.99978,0
714630858,36,F,1,Uneducated,Unknown,Less than $40K,Blue,36,2,3,2,1470.0,458,1012.0,0.543,2383,39,0.444,0.312,0.99427,0.00573,1
715636533,48,F,3,High School,Married,Less than $40K,Blue,36,4,1,2,3716.0,0,3716.0,0.886,4833,73,0.521,0.0,5.5559e-05,0.99994,0
717432933,52,F,5,Unknown,Single,Unknown,Blue,36,3,1,3,3167.0,1387,1780.0,0.899,4587,76,0.551,0.438,0.00010512,0.99989,0
716680983,41,F,3,Doctorate,Married,Less than $40K,Blue,36,3,1,1,1956.0,1053,903.0,0.941,4924,70,0.795,0.538,4.9875e-05,0.99995,0
721505358,41,F,3,Unknown,Married,Less than $40K,Blue,34,3,6,2,2679.0,2214,465.0,1.036,4682,81,0.841,0.826,0.00016195,0.99984,0
717427983,50,F,3,High School,Single,Less than $40K,Silver,39,4,3,4,11176.0,2422,8754.0,1.003,2682,64,0.641,0.217,0.00047034,0.99953,0
789842283,54,M,2,Graduate,Married,$60K - $80K,Blue,42,3,3,2,4320.0,0,4320.0,0.967,706,21,0.5,0.0,0.99447,0.00553,1
771045708,41,F,5,Graduate,Married,Less than $40K,Blue,28,2,3,3,1504.0,970,534.0,0.864,2801,51,1.217,0.645,0.99681,0.00319072,1
788717358,53,M,2,Uneducated,Single,$60K - $80K,Blue,38,3,2,2,7062.0,1255,5807.0,0.672,3432,68,0.744,0.178,0.00011703,0.99988,0
808169358,57,M,2,Uneducated,Single,$40K - $60K,Blue,52,5,3,4,12291.0,2289,10002.0,0.685,1683,50,0.471,0.186,0.00053055,0.99947,0
805229133,46,M,3,Unknown,Unknown,$80K - $120K,Blue,41,1,2,2,11250.0,0,11250.0,0.482,4514,70,0.591,0.0,0.00012982,0.99987,0
769756983,38,M,3,Graduate,Married,$60K - $80K,Blue,32,3,1,2,7709.0,2227,5482.0,1.295,2520,61,0.848,0.289,5.7151e-05,0.99994,0
714528258,46,M,2,Graduate,Divorced,$60K - $80K,Blue,39,3,1,1,3299.0,870,2429.0,0.63,4904,75,0.829,0.264,3.3214e-05,0.99997,0
720133908,41,M,2,Post-Graduate,Single,$40K - $60K,Blue,27,4,1,3,4461.0,900,3561.0,0.587,4204,77,0.791,0.202,0.000109,0.99989,0
807915408,41,F,2,College,Married,$40K - $60K,Blue,36,6,2,3,6602.0,0,6602.0,0.743,4479,82,0.822,0.0,0.00018612,0.99981,0
710974308,38,M,1,Graduate,Unknown,$80K - $120K,Blue,36,3,3,4,26792.0,1671,25121.0,0.938,3587,66,0.571,0.062,0.00048435,0.99952,0
778619358,42,F,3,Uneducated,Single,Less than $40K,Blue,22,4,1,4,1438.3,860,578.3,0.761,4754,79,0.837,0.598,0.00016861,0.99983,0
717903108,57,F,1,College,Single,Unknown,Blue,46,6,1,1,4283.0,488,3795.0,0.865,4689,65,0.477,0.114,3.031e-05,0.99997,0
720150858,34,M,2,High School,Married,$80K - $120K,Blue,25,6,2,0,1439.0,0,1439.0,0.89,2932,44,0.913,0.0,0.97609,0.02391,1
721011858,63,M,1,Graduate,Unknown,Less than $40K,Blue,52,6,3,3,1438.3,0,1438.3,0.854,3913,78,0.5,0.0,0.00028395,0.99972,0
715593783,52,M,1,Unknown,Married,$80K - $120K,Blue,36,4,2,2,14858.0,1594,13264.0,0.51,4286,72,0.636,0.107,0.00011743,0.99988,0
720269283,48,F,3,Unknown,Unknown,$40K - $60K,Blue,33,3,2,2,2485.0,1651,834.0,1.1,4351,86,0.83,0.664,0.00012982,0.99987,0
714998508,53,M,3,Uneducated,Married,$120K +,Blue,36,2,2,0,3742.0,1454,2288.0,0.894,5326,62,0.676,0.389,4.4796e-05,0.99996,0
788931558,46,M,2,High School,Single,$40K - $60K,Blue,32,1,2,2,2000.0,1739,261.0,0.821,7694,85,0.7,0.87,0.00011065,0.99989,0
717666783,56,F,3,College,Single,Less than $40K,Blue,46,1,3,3,2272.0,1350,922.0,0.762,2354,49,0.96,0.594,0.99674,0.00326498,1
708834483,46,M,2,Doctorate,Married,$80K - $120K,Blue,29,1,2,5,17667.0,0,17667.0,0.569,1775,42,0.556,0.0,0.99878,0.00122089,1
766769058,51,M,1,Graduate,Single,$40K - $60K,Gold,44,3,3,3,22722.0,1790,20932.0,0.813,15817,121,0.754,0.079,0.00032713,0.99967,0
812247033,51,F,3,Uneducated,Married,Less than $40K,Blue,46,5,5,2,3536.0,0,3536.0,0.542,3281,39,0.393,0.0,0.99536,0.00464271,1
715113933,54,M,1,Unknown,Single,$80K - $120K,Blue,36,2,3,2,11077.0,573,10504.0,0.973,8165,87,0.776,0.052,0.99464,0.00536,1
711857733,49,M,3,Uneducated,Single,$60K - $80K,Blue,32,3,2,2,18584.0,2517,16067.0,0.703,1330,34,1.125,0.135,0.00012144,0.99988,0
714603558,37,M,2,High School,Single,$40K - $60K,Blue,24,6,2,3,11699.0,1758,9941.0,0.869,2007,46,1.0,0.15,0.0001861,0.99981,0
813240408,45,F,4,High School,Married,Unknown,Blue,39,4,3,2,24880.0,836,24044.0,0.701,1208,25,1.083,0.034,0.00018339,0.99982,0
708300483,66,F,0,Doctorate,Married,Unknown,Blue,56,5,4,3,7882.0,605,7277.0,1.052,704,16,0.143,0.077,0.9978,0.00219708,1
716866308,38,M,2,High School,Married,$60K - $80K,Blue,33,6,3,4,5940.0,1101,4839.0,0.942,1872,34,1.125,0.185,0.00050163,0.9995,0
708946008,46,F,3,College,Married,Less than $40K,Blue,36,5,2,2,1438.3,1214,224.3,0.783,2445,39,0.444,0.844,0.99137,0.00863,1
710626758,44,M,4,Uneducated,Unknown,$60K - $80K,Blue,36,6,1,3,2761.0,0,2761.0,0.619,3706,65,0.585,0.0,9.9893e-05,0.9999,0
708291633,33,F,2,Doctorate,Unknown,Unknown,Blue,21,3,3,3,4651.0,2499,2152.0,0.766,5097,79,0.795,0.537,0.00043772,0.99956,0
770858283,40,F,4,High School,Married,$40K - $60K,Blue,27,5,2,2,2822.0,2182,640.0,0.768,5371,93,0.824,0.773,0.00011604,0.99988,0
715555833,47,F,3,Unknown,Single,Less than $40K,Blue,34,6,3,0,4862.0,0,4862.0,0.695,4167,86,0.593,0.0,7.5683e-05,0.99992,0
708577308,43,F,1,Unknown,Divorced,Less than $40K,Blue,36,4,2,3,2637.0,1272,1365.0,0.728,1569,39,1.053,0.482,0.00019751,0.9998,0
719243808,33,F,1,Graduate,Married,Less than $40K,Blue,20,3,2,4,3792.0,1625,2167.0,0.618,1888,39,0.625,0.429,0.00030653,0.99969,0
711906033,48,F,3,Graduate,Unknown,Less than $40K,Blue,36,4,2,2,6182.0,1131,5051.0,0.566,3546,63,0.615,0.183,0.00011811,0.99988,0
758875908,40,F,4,Unknown,Single,Less than $40K,Blue,33,4,4,3,1964.0,1811,153.0,0.69,4699,81,0.841,0.922,0.00042141,0.99958,0
709455108,49,F,4,Unknown,Married,Less than $40K,Blue,33,3,2,1,2393.0,1667,726.0,0.974,3768,79,0.681,0.697,7.9128e-05,0.99992,0
823539558,39,F,3,Uneducated,Single,Unknown,Silver,35,2,2,3,33565.0,1627,31938.0,0.66,8360,94,0.843,0.048,0.00018455,0.99982,0
709807383,35,F,2,Unknown,Married,Less than $40K,Blue,22,1,1,1,3616.0,1155,2461.0,0.727,15391,94,0.593,0.319,3.6508e-05,0.99996,0
718353633,50,M,1,Post-Graduate,Unknown,$80K - $120K,Gold,36,2,3,2,34516.0,0,34516.0,1.032,5547,75,0.744,0.0,0.99565,0.00434923,1
771617883,54,F,2,High School,Single,$40K - $60K,Blue,42,1,2,2,2205.0,1313,892.0,0.929,4904,82,0.673,0.595,0.00011065,0.99989,0
713766183,49,M,0,Uneducated,Single,$80K - $120K,Blue,36,5,3,4,16156.0,2517,13639.0,0.804,4160,81,0.653,0.156,0.00045531,0.99954,0
713929533,36,F,3,College,Married,Less than $40K,Blue,36,2,2,2,1707.0,0,1707.0,0.319,2060,52,0.529,0.0,0.99137,0.00863,1
772415808,48,F,5,Post-Graduate,Married,$40K - $60K,Blue,38,3,3,1,2926.0,716,2210.0,0.949,4219,78,0.592,0.245,0.00013178,0.99987,0
806244183,39,M,2,Graduate,Divorced,$60K - $80K,Blue,34,5,1,4,2267.0,0,2267.0,0.875,4544,84,0.75,0.0,0.00015804,0.99984,0
715822008,32,M,1,High School,Married,Less than $40K,Blue,14,4,2,2,3568.0,2175,1393.0,1.368,1913,35,0.667,0.61,0.00010386,0.9999,0
773283108,31,M,0,High School,Married,$60K - $80K,Silver,24,1,1,3,32535.0,1722,30813.0,0.856,15738,116,0.657,0.053,6.9827e-05,0.99993,0
789550458,59,M,0,High School,Single,$40K - $60K,Silver,52,1,2,1,15223.0,1729,13494.0,0.863,14230,111,0.79,0.114,5.1739e-05,0.99995,0
718579833,39,F,3,Graduate,Unknown,Less than $40K,Blue,26,2,2,1,5325.0,2488,2837.0,0.926,13674,101,0.836,0.467,7.1226e-05,0.99993,0
794543958,53,M,1,Graduate,Divorced,$80K - $120K,Blue,35,5,4,2,34516.0,1219,33297.0,1.129,1590,27,2.0,0.035,0.00020404,0.9998,0
717569283,47,M,5,Doctorate,Single,Less than $40K,Blue,36,3,1,2,8896.0,1338,7558.0,0.741,4252,70,0.591,0.15,8.2285e-05,0.99992,0
710035008,31,F,0,Uneducated,Single,Less than $40K,Blue,24,3,2,4,3827.0,1397,2430.0,0.88,2491,64,1.0,0.365,0.00028814,0.99971,0
720326733,55,M,2,Graduate,Single,$120K +,Blue,47,2,3,1,16258.0,865,15393.0,0.623,3761,58,0.657,0.053,0.00010848,0.99989,0
710104908,56,F,5,College,Single,Less than $40K,Blue,43,4,1,0,2763.0,2517,246.0,0.938,1246,31,0.824,0.911,2.0392e-05,0.99998,0
820394733,52,M,0,College,Married,$120K +,Gold,47,2,1,1,34516.0,1464,33052.0,0.689,7690,87,0.673,0.042,3.1925e-05,0.99997,0
787488108,48,F,1,High School,Married,Unknown,Blue,36,6,4,4,14228.0,1953,12275.0,0.651,1970,51,0.645,0.137,0.00056901,0.99943,0
718663983,38,F,1,Doctorate,Single,Less than $40K,Blue,36,2,2,2,3466.0,2517,949.0,0.699,13140,94,0.709,0.726,0.0001546,0.99985,0
814586958,43,F,2,College,Divorced,Unknown,Blue,38,4,3,2,3264.0,2042,1222.0,0.752,4624,75,0.705,0.626,0.00017488,0.99983,0
795997908,36,M,2,High School,Married,$80K - $120K,Blue,30,6,3,3,16050.0,1480,14570.0,1.326,3215,56,0.806,0.092,0.00029408,0.99971,0
710741208,39,M,2,High School,Single,$80K - $120K,Blue,36,4,2,2,5269.0,1475,3794.0,1.148,2094,25,0.667,0.28,0.00011065,0.99989,0
819409608,39,F,2,Graduate,Married,Less than $40K,Blue,34,4,3,4,2594.0,0,2594.0,0.526,1457,43,0.387,0.0,0.000516,0.99948,0
710869008,47,F,3,Graduate,Single,Unknown,Blue,36,5,1,2,8332.0,0,8332.0,0.92,5108,78,1.0,0.0,5.7151e-05,0.99994,0
719649408,46,M,2,High School,Married,$60K - $80K,Blue,35,6,3,3,13768.0,763,13005.0,0.712,1390,44,0.76,0.055,0.00029408,0.99971,0
709451508,63,F,1,High School,Married,Unknown,Blue,50,6,1,3,12766.0,0,12766.0,0.668,1191,28,0.647,0.0,8.453e-05,0.99992,0
